Date,Marketing Channel,Impressions,Clicks,Leads,Qualified Leads,Sales Calls,Customers,Revenue,Ad Spend
2025-04-05,Facebook Ads,7725,146,34,14,10,2,9424.27,1804.85
2025-04-05,Google Ads,5376,249,63,32,24,8,42381.7,5617.82
2025-04-05,Instagram Ads,13326,209,39,16,11,2,11066.38,1648.51
2025-04-05,LinkedIn Ads,3718,83,18,11,8,3,37592.1,2665.62
2025-04-05,Organic Search,8710,519,138,80,58,22,169802.99,1029.62
2025-04-05,Referral,1457,261,117,79,62,26,205797.78,756.52
2025-04-05,YouTube Ads,5254,100,17,6,3,0,0.0,1551.71
2025-04-06,Email Marketing,6473,764,249,154,125,49,310861.83,2135.49
2025-04-06,Facebook Ads,14034,214,41,21,14,3,16451.97,2019.06
2025-04-06,Google Ads,8052,474,112,60,44,13,73033.54,10236.13
2025-04-06,Instagram Ads,6438,165,24,12,7,1,5611.82,1523.71
2025-04-06,LinkedIn Ads,2130,50,11,6,4,1,11881.3,2476.49
2025-04-06,Organic Search,5497,244,48,28,21,9,62101.81,492.75
2025-04-06,Referral,1235,158,69,50,41,16,116911.94,163.7
2025-04-06,YouTube Ads,6692,191,37,17,11,2,11503.73,2117.04
2025-04-07,Email Marketing,5807,533,170,98,79,25,173505.84,1252.01
2025-04-07,Facebook Ads,8603,137,23,9,6,1,5672.16,1226.48
2025-04-07,Google Ads,12831,449,112,64,50,17,112551.08,8889.17
2025-04-07,Instagram Ads,8702,146,22,9,5,1,5773.14,1438.37
2025-04-07,LinkedIn Ads,2223,50,9,6,4,1,12635.04,2011.94
2025-04-07,Organic Search,6197,446,117,61,42,15,118926.3,1068.11
2025-04-07,Referral,3348,648,304,202,162,78,562970.22,919.26
2025-04-07,YouTube Ads,9922,179,38,17,10,2,9348.85,2252.82
2025-04-08,Email Marketing,7598,658,233,145,119,42,276983.33,1645.24
2025-04-08,Facebook Ads,9840,201,37,15,11,2,9466.89,1875.87
2025-04-08,Google Ads,9022,284,70,36,27,7,51866.58,6170.87
2025-04-08,Instagram Ads,8163,180,25,12,8,1,5622.68,1988.99
2025-04-08,LinkedIn Ads,4216,99,21,15,12,4,57879.46,4686.31
2025-04-08,Organic Search,12481,542,128,66,47,16,122394.09,975.96
2025-04-08,Referral,2858,475,229,153,121,58,575608.25,623.78
2025-04-08,YouTube Ads,10897,218,47,17,10,2,11713.49,2943.01
2025-04-09,Email Marketing,4911,545,184,107,85,32,193552.3,1681.49
2025-04-09,Facebook Ads,17922,420,95,48,32,8,38913.86,5911.11
2025-04-09,Google Ads,5656,262,67,40,29,8,44678.63,5878.44
2025-04-09,Instagram Ads,17632,339,48,20,15,3,16687.5,4433.0
2025-04-09,LinkedIn Ads,3400,73,18,11,9,3,41668.64,2898.49
2025-04-09,Organic Search,12036,611,135,80,61,24,146109.56,1402.51
2025-04-09,Referral,2854,430,195,133,104,43,353722.24,1247.64
2025-04-09,YouTube Ads,8266,91,13,5,3,0,0.0,1131.24
2025-04-10,Email Marketing,5518,762,279,162,136,53,269178.26,2002.57
2025-04-10,Facebook Ads,13012,209,37,20,14,3,15109.23,1682.76
2025-04-10,Google Ads,6682,238,58,31,22,6,44841.31,4881.31
2025-04-10,Instagram Ads,7412,156,33,17,11,2,10294.44,2123.96
2025-04-10,LinkedIn Ads,2259,66,13,8,6,2,21642.7,2450.94
2025-04-10,Organic Search,12671,926,256,150,112,45,303298.62,977.56
2025-04-10,Referral,2378,387,176,127,102,46,379085.84,455.22
2025-04-10,YouTube Ads,10251,244,53,20,13,2,11427.8,3515.07
2025-04-11,Email Marketing,7408,859,324,196,157,48,290835.23,2043.06
2025-04-11,Facebook Ads,14145,411,63,28,21,5,24247.94,3860.97
2025-04-11,Google Ads,11842,668,147,92,65,22,130762.78,11550.21
2025-04-11,Instagram Ads,11241,299,59,26,20,4,17298.19,2214.89
2025-04-11,LinkedIn Ads,3744,86,23,16,12,4,58825.58,3820.89
2025-04-11,Organic Search,8419,343,88,44,33,13,96884.31,1007.61
2025-04-11,Referral,1190,184,89,66,54,23,174195.71,517.65
2025-04-11,YouTube Ads,9308,168,25,10,6,1,4536.09,3273.97
2025-04-12,Email Marketing,4130,337,108,67,51,15,75299.08,1153.67
2025-04-12,Facebook Ads,13404,395,87,46,33,6,25522.47,4620.41
2025-04-12,Google Ads,11147,352,89,45,37,12,89660.27,7243.98
2025-04-12,Instagram Ads,11489,226,42,16,10,2,9134.44,3085.7
2025-04-12,LinkedIn Ads,3142,107,25,16,12,3,31959.52,5277.29
2025-04-12,Organic Search,5748,415,108,63,49,20,166970.92,458.44
2025-04-12,Referral,3006,540,243,163,140,66,492827.13,1599.22
2025-04-12,YouTube Ads,5592,79,16,6,3,0,0.0,809.61
2025-04-13,Email Marketing,3570,366,116,70,53,17,104043.94,1497.32
2025-04-13,Facebook Ads,13627,385,75,36,24,6,27223.19,5686.95
2025-04-13,Google Ads,7355,406,103,65,54,13,74763.99,5990.17
2025-04-13,Instagram Ads,10576,141,25,11,6,1,4843.66,1316.76
2025-04-13,LinkedIn Ads,3691,74,18,12,9,2,29551.75,3337.3
2025-04-13,Organic Search,8056,457,111,55,37,16,129926.57,528.18
2025-04-13,Referral,3196,406,177,125,108,53,384772.54,1006.53
2025-04-13,YouTube Ads,8231,149,27,9,5,1,4603.32,2166.4
2025-04-14,Email Marketing,7091,652,248,153,123,45,237455.78,2109.91
2025-04-14,Facebook Ads,14401,344,64,33,24,5,25368.59,3062.79
2025-04-14,Google Ads,8840,491,134,72,51,14,94426.73,11394.91
2025-04-14,Instagram Ads,17302,292,60,29,18,3,15770.96,2252.18
2025-04-14,LinkedIn Ads,2798,76,17,12,8,2,25408.27,3017.31
2025-04-14,Organic Search,11991,731,183,97,76,31,227831.77,855.86
2025-04-14,Referral,3269,586,263,194,156,68,658836.37,1639.16
2025-04-14,YouTube Ads,9799,266,41,19,12,2,9671.87,3296.72
2025-04-15,Email Marketing,5717,486,184,105,85,32,207416.53,1791.22
2025-04-15,Facebook Ads,18722,493,90,46,30,6,33692.43,5136.76
2025-04-15,Google Ads,7511,297,63,34,26,7,50675.49,5187.75
2025-04-15,Instagram Ads,9709,126,17,8,5,1,4855.16,1371.77
2025-04-15,LinkedIn Ads,4621,113,30,19,15,4,47034.2,4232.21
2025-04-15,Organic Search,11956,648,171,90,67,28,193432.48,1139.13
2025-04-15,Referral,2378,432,212,149,126,61,469470.38,517.14
2025-04-15,YouTube Ads,9962,263,55,22,13,2,9164.79,3236.83
2025-04-16,Email Marketing,4521,389,116,69,57,20,111473.87,1944.07
2025-04-16,Facebook Ads,19538,529,103,44,34,7,35884.3,4828.13
2025-04-16,Google Ads,12722,410,115,64,50,12,63229.23,7123.17
2025-04-16,Instagram Ads,17381,209,31,15,9,1,5523.69,2297.18
2025-04-16,LinkedIn Ads,3908,155,38,23,19,6,76736.38,5540.95
2025-04-16,Organic Search,8524,395,84,44,34,14,93756.17,1165.32
2025-04-16,Referral,3643,483,198,145,122,50,393088.65,898.22
2025-04-16,YouTube Ads,10157,193,42,15,9,1,4631.87,2901.05
2025-04-17,Email Marketing,4177,606,233,144,114,40,277261.64,2984.99
2025-04-17,Facebook Ads,12781,252,49,21,16,3,15160.9,2188.95
2025-04-17,Google Ads,12292,691,203,126,104,31,183225.86,15380.89
2025-04-17,Instagram Ads,7628,105,15,6,4,1,4652.64,1278.51
2025-04-17,LinkedIn Ads,3334,87,22,13,9,3,31963.22,3440.23
2025-04-17,Organic Search,7937,574,123,64,48,18,112806.53,1643.41
2025-04-17,Referral,2534,486,238,158,129,59,584339.92,640.93
2025-04-17,YouTube Ads,11403,152,24,8,5,0,0.0,2152.75
2025-04-18,Email Marketing,6836,645,214,127,107,42,240090.4,1690.3
2025-04-18,Facebook Ads,15535,297,71,35,23,6,24932.55,4367.2
2025-04-18,Google Ads,10990,353,78,49,40,13,77753.26,5010.49
2025-04-18,Instagram Ads,12855,216,35,14,9,2,7931.66,2272.65
2025-04-18,LinkedIn Ads,4480,120,31,20,14,4,45311.75,5445.03
2025-04-18,Organic Search,7344,443,104,61,48,18,156396.76,878.68
2025-04-18,Referral,3420,343,148,102,81,34,303623.71,368.92
2025-04-18,YouTube Ads,6837,75,12,5,3,0,0.0,1062.05
2025-04-19,Email Marketing,4956,661,207,118,98,29,172478.85,2814.66
2025-04-19,Facebook Ads,16330,256,43,20,14,2,10596.62,2770.25
2025-04-19,Google Ads,5954,217,49,25,18,6,37415.04,4373.3
2025-04-19,Instagram Ads,12476,277,44,17,11,2,9500.68,3776.44
2025-04-19,LinkedIn Ads,2778,98,22,14,11,4,40939.29,4259.1
2025-04-19,Organic Search,8517,343,91,48,35,14,124151.16,825.0
2025-04-19,Referral,2204,308,152,108,87,35,283029.07,827.01
2025-04-19,YouTube Ads,8179,158,25,11,6,1,4872.09,2443.65
2025-04-20,Email Marketing,3575,338,109,68,52,16,107700.64,1187.32
2025-04-20,Facebook Ads,15393,300,57,26,17,3,13444.28,4388.5
2025-04-20,Google Ads,10613,581,161,81,59,17,127582.8,13565.32
2025-04-20,Instagram Ads,8193,109,23,10,7,1,5043.01,1026.71
2025-04-20,LinkedIn Ads,1831,43,11,7,5,1,10001.21,1748.86
2025-04-20,Organic Search,6946,299,68,39,29,12,100535.85,872.84
2025-04-20,Referral,2389,356,143,107,87,36,282703.14,830.7
2025-04-20,YouTube Ads,7735,168,30,14,8,1,5327.25,2583.32
2025-04-21,Email Marketing,6115,521,182,103,83,30,194297.73,1912.14
2025-04-21,Facebook Ads,10462,233,55,26,20,4,16957.97,2663.92
2025-04-21,Google Ads,12839,537,142,74,62,17,86037.4,11435.53
2025-04-21,Instagram Ads,15829,252,53,26,20,4,21428.13,2958.39
2025-04-21,LinkedIn Ads,2524,80,14,9,6,1,12162.19,2984.08
2025-04-21,Organic Search,9020,636,149,81,61,21,164970.86,1467.88
2025-04-21,Referral,1929,209,85,63,53,21,184326.43,358.11
2025-04-21,YouTube Ads,10849,117,19,9,5,0,0.0,2292.06
2025-04-22,Email Marketing,7334,908,333,187,157,49,270952.0,3926.21
2025-04-22,Facebook Ads,12896,230,46,24,18,3,15431.39,2955.04
2025-04-22,Google Ads,7616,243,49,26,21,6,46529.13,5152.41
2025-04-22,Instagram Ads,16982,237,42,21,14,3,13068.86,1775.89
2025-04-22,LinkedIn Ads,3298,128,26,17,13,4,54770.78,5085.29
2025-04-22,Organic Search,14402,990,257,134,98,40,252475.13,2514.55
2025-04-22,Referral,3887,734,313,229,190,84,734404.08,1195.59
2025-04-22,YouTube Ads,10109,184,35,15,10,1,4916.51,3421.94
2025-04-23,Email Marketing,4845,433,152,85,71,22,127892.01,1194.34
2025-04-23,Facebook Ads,19900,528,90,42,28,6,33254.7,7107.19
2025-04-23,Google Ads,7624,284,70,44,33,10,64281.7,4250.97
2025-04-23,Instagram Ads,9509,254,46,19,13,3,14318.43,2773.49
2025-04-23,LinkedIn Ads,4019,94,24,16,11,4,58946.14,4572.99
2025-04-23,Organic Search,9448,678,160,82,58,23,180204.24,877.95
2025-04-23,Referral,2697,462,228,168,146,61,482316.64,583.57
2025-04-23,YouTube Ads,11265,331,69,25,18,3,14654.36,3340.82
2025-04-24,Email Marketing,7029,601,191,112,89,29,200907.13,1780.24
2025-04-24,Facebook Ads,17833,509,82,39,27,5,28627.71,6454.03
2025-04-24,Google Ads,5460,252,58,33,26,8,50417.17,5195.99
2025-04-24,Instagram Ads,8791,219,45,22,14,3,14714.03,2024.58
2025-04-24,LinkedIn Ads,2202,45,11,7,5,1,10002.01,1952.96
2025-04-24,Organic Search,11774,481,112,65,46,16,125088.66,1210.57
2025-04-24,Referral,2710,285,118,84,67,30,235515.65,595.58
2025-04-24,YouTube Ads,11638,312,62,22,13,2,11913.06,3621.43
2025-04-25,Email Marketing,3945,473,152,96,81,28,153107.24,1445.93
2025-04-25,Facebook Ads,8487,243,56,24,18,3,15159.57,3588.64
2025-04-25,Google Ads,6585,293,69,41,29,8,61306.04,4906.89
2025-04-25,Instagram Ads,10336,183,24,12,7,1,5697.83,1848.14
2025-04-25,LinkedIn Ads,2983,91,20,14,10,3,41072.26,3120.51
2025-04-25,Organic Search,6448,327,82,45,35,13,97083.59,780.79
2025-04-25,Referral,2537,321,143,99,84,41,292190.66,532.42
2025-04-25,YouTube Ads,8474,177,28,12,8,1,5750.73,2118.88
2025-04-26,Email Marketing,5993,704,230,127,97,37,203492.73,2856.88
2025-04-26,Facebook Ads,8728,248,53,26,17,4,16629.58,2193.99
2025-04-26,Google Ads,10238,446,113,70,54,15,101060.84,8443.88
2025-04-26,Instagram Ads,10880,200,36,14,9,1,4922.3,2781.94
2025-04-26,LinkedIn Ads,4037,107,20,14,10,3,30370.46,4600.71
2025-04-26,Organic Search,5601,378,92,49,35,13,115856.05,884.23
2025-04-26,Referral,1298,207,91,63,50,24,207125.22,407.9
2025-04-26,YouTube Ads,6063,82,12,5,3,0,0.0,1140.11
2025-04-27,Email Marketing,5132,555,178,102,81,27,154887.96,2631.5
2025-04-27,Facebook Ads,8773,159,24,12,8,1,4254.82,1583.2
2025-04-27,Google Ads,8238,338,71,38,30,9,57422.77,5699.44
2025-04-27,Instagram Ads,11927,157,22,10,6,1,4312.04,1711.61
2025-04-27,LinkedIn Ads,3912,87,20,13,9,3,44983.57,4126.12
2025-04-27,Organic Search,7956,440,117,66,49,18,110071.65,1159.76
2025-04-27,Referral,3070,464,204,142,120,48,400330.49,1272.8
2025-04-27,YouTube Ads,6290,80,14,5,3,0,0.0,1136.72
2025-04-28,Email Marketing,4846,559,199,123,96,34,207237.89,2099.67
2025-04-28,Facebook Ads,8870,246,42,21,15,4,17038.26,2183.4
2025-04-28,Google Ads,10992,596,125,69,51,15,78525.22,13476.24
2025-04-28,Instagram Ads,13125,356,59,25,17,4,23163.87,4577.62
2025-04-28,LinkedIn Ads,2090,46,11,7,5,1,10281.91,2104.02
2025-04-28,Organic Search,11764,592,122,62,43,17,137765.96,1587.08
2025-04-28,Referral,3367,454,199,137,109,44,438576.6,990.55
2025-04-28,YouTube Ads,6167,67,13,5,3,0,0.0,1303.6
2025-04-29,Email Marketing,5672,721,246,153,122,37,247159.87,1857.33
2025-04-29,Facebook Ads,16826,419,67,34,24,6,24661.88,6049.98
2025-04-29,Google Ads,11619,510,134,76,55,16,118908.98,9835.78
2025-04-29,Instagram Ads,16027,201,32,14,8,2,8274.4,1418.76
2025-04-29,LinkedIn Ads,4323,148,40,28,22,7,74205.57,4443.8
2025-04-29,Organic Search,12524,949,198,118,83,29,198453.43,2842.11
2025-04-29,Referral,3004,353,161,119,96,44,390472.99,485.66
2025-04-29,YouTube Ads,7355,104,17,6,4,0,0.0,1295.09
2025-04-30,Email Marketing,4597,558,171,96,72,27,175678.9,2375.53
2025-04-30,Facebook Ads,14161,350,83,38,29,7,36445.11,3997.08
2025-04-30,Google Ads,8205,429,127,71,58,17,120221.76,6680.54
2025-04-30,Instagram Ads,10581,293,55,21,13,3,11543.31,2166.54
2025-04-30,LinkedIn Ads,3800,101,22,14,10,3,33002.31,4069.43
2025-04-30,Organic Search,12446,831,197,111,75,30,225032.25,2123.83
2025-04-30,Referral,2072,264,122,87,75,32,277890.16,670.44
2025-04-30,YouTube Ads,11179,229,42,18,12,2,8213.74,2458.46
2025-05-01,Email Marketing,4185,465,142,91,70,27,188218.3,1524.12
2025-05-01,Facebook Ads,11674,321,50,26,17,4,21424.98,4671.18
2025-05-01,Google Ads,14375,659,172,98,69,22,130572.42,14150.21
2025-05-01,Instagram Ads,11558,266,42,17,13,3,13531.74,3062.47
2025-05-01,LinkedIn Ads,2196,45,10,7,5,1,11833.76,1380.08
2025-05-01,Organic Search,10986,848,169,97,76,27,196390.38,1011.03
2025-05-01,Referral,3801,586,265,175,136,65,578600.71,688.64
2025-05-01,YouTube Ads,11402,161,31,11,7,1,4602.46,2794.89
2025-05-02,Email Marketing,4705,640,249,149,118,35,175910.71,2968.07
2025-05-02,Facebook Ads,9538,203,35,17,11,3,13178.65,2891.28
2025-05-02,Google Ads,9633,462,100,61,45,14,98900.94,7199.27
2025-05-02,Instagram Ads,13752,184,30,14,10,2,9112.1,1651.91
2025-05-02,LinkedIn Ads,2411,82,18,12,9,2,20257.42,3008.11
2025-05-02,Organic Search,14502,863,196,116,79,32,213054.76,1810.46
2025-05-02,Referral,2286,377,178,115,100,41,319407.23,553.12
2025-05-02,YouTube Ads,5264,65,14,5,3,0,0.0,1117.65
2025-05-03,Email Marketing,4965,549,168,100,83,30,179640.7,2468.57
2025-05-03,Facebook Ads,9385,273,65,31,21,5,27275.79,2971.05
2025-05-03,Google Ads,6434,197,43,21,15,4,26191.35,3210.94
2025-05-03,Instagram Ads,10172,261,56,23,16,3,13880.79,2193.26
2025-05-03,LinkedIn Ads,2401,90,17,11,8,2,28690.99,3389.52
2025-05-03,Organic Search,6006,243,54,30,23,8,58106.85,483.89
2025-05-03,Referral,1896,233,96,64,50,20,177635.5,237.29
2025-05-03,YouTube Ads,6132,180,29,11,7,1,4063.99,3310.57
2025-05-04,Email Marketing,2737,409,128,80,63,22,128168.09,1898.56
2025-05-04,Facebook Ads,7351,160,32,17,11,3,14364.5,1515.25
2025-05-04,Google Ads,12241,694,175,101,80,23,118089.02,14207.72
2025-05-04,Instagram Ads,8910,163,23,10,7,1,5497.54,1700.79
2025-05-04,LinkedIn Ads,4100,122,25,18,14,4,56062.66,4316.65
2025-05-04,Organic Search,9211,386,77,40,30,10,72328.82,473.82
2025-05-04,Referral,2501,428,178,117,102,43,412390.4,1158.46
2025-05-04,YouTube Ads,8846,118,24,11,7,1,4243.78,1489.76
2025-05-05,Email Marketing,5101,727,289,177,135,52,275989.93,2579.94
2025-05-05,Facebook Ads,12576,215,45,22,17,3,12379.58,3150.07
2025-05-05,Google Ads,10097,480,113,64,48,15,82376.41,11046.04
2025-05-05,Instagram Ads,13633,176,37,16,11,2,7754.37,1417.18
2025-05-05,LinkedIn Ads,5515,145,27,18,14,4,40656.0,5147.2
2025-05-05,Organic Search,14295,1004,259,147,103,38,253048.39,2386.09
2025-05-05,Referral,2316,412,197,136,116,56,430375.54,951.54
2025-05-05,YouTube Ads,6918,112,17,6,3,0,0.0,2137.45
